257,67,283,113
220,601,241,620
242,24,269,64
209,571,226,591
215,587,234,606
202,559,218,574
264,112,301,172
191,527,203,541
185,510,196,523
196,544,208,561
237,0,258,25
191,416,205,446
181,500,190,511
187,521,200,534
182,507,191,520
179,491,188,506
